bing	1.0	0.6	0.4	0.2	0.6	0.8	0.33333333333333337	0.6	0.5333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.29411764705882354	0.29411764705882354	0.792156862745098	1.0	0.9968369303605866	0.9758882236444117	1.0
data mining	1.0	0.8	0.6	0.01694915254237288	0.06779661016949153	0.1016949152542373	0.03333333333333333	0.125	0.17391304347826086	1.0	0.7058823529411765	0.7058823529411765	0.5294117647058824	0.4444444444444444	0.410958904109589	0.35294117647058826	0.25149700598802394	0.20502092050209206	0.1758957654723127	0.10611510791366907	0.42006582951721555	1.0	1.0	0.9537687977827808	1.0
google	1.0	0.8	0.4	0.2	0.8	0.8	0.33333333333333337	0.8000000000000002	0.5333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.8	0.8	0.8	0.22727272727272727	0.22727272727272727	0.8054545454545454	1.0	0.952117655250114	0.952117655250114	1.0
salsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
web search	1.0	0.8	0.6	0.016666666666666666	0.06666666666666667	0.1	0.03278688524590164	0.12307692307692308	0.17142857142857143	1.0	0.6666666666666666	0.5	0.4461538461538462	0.4461538461538462	0.44	0.43023255813953487	0.3359375	0.310126582278481	0.2727272727272727	0.09554140127388536	0.4219213044464879	1.0	0.817612731479967	0.8140721019077358	1.0
bing	1.0	0.6	0.4	0.2	0.6	0.8	0.33333333333333337	0.6	0.5333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.29411764705882354	0.29411764705882354	0.792156862745098	1.0	0.9968369303605866	0.9758882236444117	1.0
data mining	1.0	0.8	0.6	0.01694915254237288	0.06779661016949153	0.1016949152542373	0.03333333333333333	0.125	0.17391304347826086	1.0	0.7058823529411765	0.7058823529411765	0.5294117647058824	0.4444444444444444	0.410958904109589	0.35294117647058826	0.25149700598802394	0.20502092050209206	0.1758957654723127	0.10611510791366907	0.42006582951721555	1.0	1.0	0.9537687977827808	1.0
google	1.0	0.8	0.4	0.2	0.8	0.8	0.33333333333333337	0.8000000000000002	0.5333333333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.8	0.8	0.8	0.22727272727272727	0.22727272727272727	0.8054545454545454	1.0	0.952117655250114	0.952117655250114	1.0
salsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
web search	1.0	0.8	0.6	0.016666666666666666	0.06666666666666667	0.1	0.03278688524590164	0.12307692307692308	0.17142857142857143	1.0	0.6666666666666666	0.5	0.4461538461538462	0.4461538461538462	0.44	0.43023255813953487	0.3359375	0.310126582278481	0.2727272727272727	0.09554140127388536	0.4219213044464879	1.0	0.817612731479967	0.8140721019077358	1.0
