0	bing	21	render	2013-02-27 13:21:07
0	bing	35	render	2013-02-27 13:21:07
0	bing	45	render	2013-02-27 13:21:07
0	bing	52	render	2013-02-27 13:21:07
0	bing	75	render	2013-02-27 13:21:07
0	bing	98	render	2013-02-27 13:21:07
0	bing	117	render	2013-02-27 13:21:07
0	bing	152	render	2013-02-27 13:21:07
0	bing	187	render	2013-02-27 13:21:07
0	bing	194	render	2013-02-27 13:21:07
1	data mining	202	render	2013-02-27 13:21:08
1	data mining	384	render	2013-02-27 13:21:08
1	data mining	152	render	2013-02-27 13:21:08
1	data mining	501	render	2013-02-27 13:21:08
1	data mining	32	render	2013-02-27 13:21:08
1	data mining	55	render	2013-02-27 13:21:08
1	data mining	92	render	2013-02-27 13:21:08
1	data mining	280	render	2013-02-27 13:21:08
1	data mining	323	render	2013-02-27 13:21:08
1	data mining	331	render	2013-02-27 13:21:08
2	google	1	render	2013-02-27 13:21:09
2	google	4	render	2013-02-27 13:21:09
2	google	5	render	2013-02-27 13:21:09
2	google	7	render	2013-02-27 13:21:09
2	google	8	render	2013-02-27 13:21:09
2	google	9	render	2013-02-27 13:21:09
2	google	12	render	2013-02-27 13:21:09
2	google	15	render	2013-02-27 13:21:09
2	google	16	render	2013-02-27 13:21:09
2	google	18	render	2013-02-27 13:21:09
3	salsa	433	render	2013-02-27 13:21:10
3	salsa	0	render	2013-02-27 13:21:10
3	salsa	1	render	2013-02-27 13:21:10
3	salsa	2	render	2013-02-27 13:21:10
3	salsa	3	render	2013-02-27 13:21:10
3	salsa	4	render	2013-02-27 13:21:10
3	salsa	5	render	2013-02-27 13:21:10
3	salsa	6	render	2013-02-27 13:21:10
3	salsa	7	render	2013-02-27 13:21:10
3	salsa	8	render	2013-02-27 13:21:10
4	web search	492	render	2013-02-27 13:21:12
4	web search	493	render	2013-02-27 13:21:12
4	web search	33	render	2013-02-27 13:21:12
4	web search	34	render	2013-02-27 13:21:12
4	web search	48	render	2013-02-27 13:21:12
4	web search	90	render	2013-02-27 13:21:12
4	web search	135	render	2013-02-27 13:21:12
4	web search	161	render	2013-02-27 13:21:12
4	web search	206	render	2013-02-27 13:21:12
4	web search	211	render	2013-02-27 13:21:12
5	bing	52	render	2013-02-27 13:21:13
5	bing	344	render	2013-02-27 13:21:13
5	bing	354	render	2013-02-27 13:21:13
5	bing	98	render	2013-02-27 13:21:13
5	bing	277	render	2013-02-27 13:21:13
5	bing	381	render	2013-02-27 13:21:13
5	bing	343	render	2013-02-27 13:21:13
5	bing	656	render	2013-02-27 13:21:13
5	bing	245	render	2013-02-27 13:21:13
5	bing	637	render	2013-02-27 13:21:13
6	data mining	138	render	2013-02-27 13:21:15
6	data mining	314	render	2013-02-27 13:21:15
6	data mining	424	render	2013-02-27 13:21:15
6	data mining	196	render	2013-02-27 13:21:15
6	data mining	152	render	2013-02-27 13:21:15
6	data mining	476	render	2013-02-27 13:21:15
6	data mining	501	render	2013-02-27 13:21:15
6	data mining	139	render	2013-02-27 13:21:15
6	data mining	128	render	2013-02-27 13:21:15
6	data mining	70	render	2013-02-27 13:21:15
7	google	249	render	2013-02-27 13:21:16
7	google	247	render	2013-02-27 13:21:16
7	google	250	render	2013-02-27 13:21:16
7	google	420	render	2013-02-27 13:21:16
7	google	248	render	2013-02-27 13:21:16
7	google	98	render	2013-02-27 13:21:16
7	google	326	render	2013-02-27 13:21:16
7	google	519	render	2013-02-27 13:21:16
7	google	619	render	2013-02-27 13:21:16
7	google	433	render	2013-02-27 13:21:16
8	salsa	433	render	2013-02-27 13:21:17
8	salsa	0	render	2013-02-27 13:21:17
8	salsa	1	render	2013-02-27 13:21:17
8	salsa	2	render	2013-02-27 13:21:17
8	salsa	3	render	2013-02-27 13:21:17
8	salsa	4	render	2013-02-27 13:21:17
8	salsa	5	render	2013-02-27 13:21:17
8	salsa	6	render	2013-02-27 13:21:17
8	salsa	7	render	2013-02-27 13:21:17
8	salsa	8	render	2013-02-27 13:21:17
9	web search	415	render	2013-02-27 13:21:20
9	web search	630	render	2013-02-27 13:21:20
9	web search	618	render	2013-02-27 13:21:20
9	web search	388	render	2013-02-27 13:21:20
9	web search	516	render	2013-02-27 13:21:20
9	web search	547	render	2013-02-27 13:21:20
9	web search	515	render	2013-02-27 13:21:20
9	web search	371	render	2013-02-27 13:21:20
9	web search	612	render	2013-02-27 13:21:20
9	web search	533	render	2013-02-27 13:21:20
10	bing	52	render	2013-02-27 13:21:22
10	bing	344	render	2013-02-27 13:21:22
10	bing	354	render	2013-02-27 13:21:22
10	bing	637	render	2013-02-27 13:21:22
10	bing	326	render	2013-02-27 13:21:22
10	bing	519	render	2013-02-27 13:21:22
10	bing	343	render	2013-02-27 13:21:22
10	bing	98	render	2013-02-27 13:21:22
10	bing	373	render	2013-02-27 13:21:22
10	bing	447	render	2013-02-27 13:21:22
11	data mining	152	render	2013-02-27 13:21:23
11	data mining	424	render	2013-02-27 13:21:23
11	data mining	37	render	2013-02-27 13:21:23
11	data mining	38	render	2013-02-27 13:21:23
11	data mining	39	render	2013-02-27 13:21:23
11	data mining	40	render	2013-02-27 13:21:23
11	data mining	196	render	2013-02-27 13:21:23
11	data mining	487	render	2013-02-27 13:21:23
11	data mining	153	render	2013-02-27 13:21:23
11	data mining	128	render	2013-02-27 13:21:23
12	google	247	render	2013-02-27 13:21:25
12	google	250	render	2013-02-27 13:21:25
12	google	249	render	2013-02-27 13:21:25
12	google	248	render	2013-02-27 13:21:25
12	google	433	render	2013-02-27 13:21:25
12	google	326	render	2013-02-27 13:21:25
12	google	519	render	2013-02-27 13:21:25
12	google	52	render	2013-02-27 13:21:25
12	google	344	render	2013-02-27 13:21:25
12	google	354	render	2013-02-27 13:21:25
13	salsa	433	render	2013-02-27 13:21:28
13	salsa	0	render	2013-02-27 13:21:29
13	salsa	1	render	2013-02-27 13:21:29
13	salsa	2	render	2013-02-27 13:21:29
13	salsa	3	render	2013-02-27 13:21:29
13	salsa	4	render	2013-02-27 13:21:29
13	salsa	5	render	2013-02-27 13:21:29
13	salsa	6	render	2013-02-27 13:21:29
13	salsa	7	render	2013-02-27 13:21:29
13	salsa	8	render	2013-02-27 13:21:29
14	web search	573	render	2013-02-27 13:21:31
14	web search	637	render	2013-02-27 13:21:31
14	web search	250	render	2013-02-27 13:21:31
14	web search	638	render	2013-02-27 13:21:31
14	web search	92	render	2013-02-27 13:21:31
14	web search	644	render	2013-02-27 13:21:31
14	web search	201	render	2013-02-27 13:21:31
14	web search	634	render	2013-02-27 13:21:31
14	web search	52	render	2013-02-27 13:21:31
14	web search	344	render	2013-02-27 13:21:31
15	bing	357	render	2013-02-27 13:21:32
15	bing	219	render	2013-02-27 13:21:32
15	bing	247	render	2013-02-27 13:21:32
15	bing	648	render	2013-02-27 13:21:32
15	bing	257	render	2013-02-27 13:21:32
15	bing	373	render	2013-02-27 13:21:32
15	bing	535	render	2013-02-27 13:21:32
15	bing	506	render	2013-02-27 13:21:32
15	bing	224	render	2013-02-27 13:21:32
15	bing	135	render	2013-02-27 13:21:32
16	data mining	357	render	2013-02-27 13:21:34
16	data mining	219	render	2013-02-27 13:21:34
16	data mining	247	render	2013-02-27 13:21:34
16	data mining	648	render	2013-02-27 13:21:34
16	data mining	257	render	2013-02-27 13:21:34
16	data mining	373	render	2013-02-27 13:21:34
16	data mining	535	render	2013-02-27 13:21:34
16	data mining	506	render	2013-02-27 13:21:34
16	data mining	224	render	2013-02-27 13:21:34
16	data mining	135	render	2013-02-27 13:21:34
17	google	357	render	2013-02-27 13:21:38
17	google	219	render	2013-02-27 13:21:38
17	google	247	render	2013-02-27 13:21:40
17	google	648	render	2013-02-27 13:21:40
17	google	257	render	2013-02-27 13:21:40
17	google	373	render	2013-02-27 13:21:40
17	google	535	render	2013-02-27 13:21:40
17	google	506	render	2013-02-27 13:21:40
17	google	224	render	2013-02-27 13:21:40
17	google	135	render	2013-02-27 13:21:40
18	salsa	357	render	2013-02-27 13:21:40
18	salsa	219	render	2013-02-27 13:21:40
18	salsa	247	render	2013-02-27 13:21:40
18	salsa	648	render	2013-02-27 13:21:40
18	salsa	257	render	2013-02-27 13:21:40
18	salsa	373	render	2013-02-27 13:21:40
18	salsa	535	render	2013-02-27 13:21:40
18	salsa	506	render	2013-02-27 13:21:40
18	salsa	224	render	2013-02-27 13:21:40
18	salsa	135	render	2013-02-27 13:21:40
19	web search	357	render	2013-02-27 13:21:42
19	web search	219	render	2013-02-27 13:21:42
19	web search	247	render	2013-02-27 13:21:42
19	web search	648	render	2013-02-27 13:21:42
19	web search	257	render	2013-02-27 13:21:42
19	web search	373	render	2013-02-27 13:21:42
19	web search	535	render	2013-02-27 13:21:42
19	web search	506	render	2013-02-27 13:21:42
19	web search	224	render	2013-02-27 13:21:42
19	web search	135	render	2013-02-27 13:21:42
20	bing	52	render	2013-02-27 13:21:45
20	bing	344	render	2013-02-27 13:21:46
20	bing	354	render	2013-02-27 13:21:47
20	bing	373	render	2013-02-27 13:21:47
20	bing	98	render	2013-02-27 13:21:47
20	bing	637	render	2013-02-27 13:21:47
20	bing	343	render	2013-02-27 13:21:47
20	bing	247	render	2013-02-27 13:21:47
20	bing	492	render	2013-02-27 13:21:47
20	bing	381	render	2013-02-27 13:21:47
21	data mining	152	render	2013-02-27 13:21:52
21	data mining	424	render	2013-02-27 13:21:52
21	data mining	138	render	2013-02-27 13:21:52
21	data mining	314	render	2013-02-27 13:21:52
21	data mining	476	render	2013-02-27 13:21:52
21	data mining	196	render	2013-02-27 13:21:52
21	data mining	128	render	2013-02-27 13:21:52
21	data mining	501	render	2013-02-27 13:21:52
21	data mining	70	render	2013-02-27 13:21:52
21	data mining	487	render	2013-02-27 13:21:52
22	google	247	render	2013-02-27 13:21:54
22	google	249	render	2013-02-27 13:21:54
22	google	250	render	2013-02-27 13:21:54
22	google	433	render	2013-02-27 13:21:54
22	google	248	render	2013-02-27 13:21:54
22	google	52	render	2013-02-27 13:21:54
22	google	219	render	2013-02-27 13:21:54
22	google	519	render	2013-02-27 13:21:54
22	google	326	render	2013-02-27 13:21:54
22	google	373	render	2013-02-27 13:21:54
23	salsa	433	render	2013-02-27 13:21:57
23	salsa	357	render	2013-02-27 13:21:57
23	salsa	219	render	2013-02-27 13:21:57
23	salsa	247	render	2013-02-27 13:21:57
23	salsa	648	render	2013-02-27 13:21:57
23	salsa	257	render	2013-02-27 13:21:57
23	salsa	373	render	2013-02-27 13:21:57
23	salsa	535	render	2013-02-27 13:21:57
23	salsa	506	render	2013-02-27 13:21:57
23	salsa	224	render	2013-02-27 13:21:57
24	web search	630	render	2013-02-27 13:22:00
24	web search	415	render	2013-02-27 13:22:00
24	web search	247	render	2013-02-27 13:22:00
24	web search	634	render	2013-02-27 13:22:00
24	web search	638	render	2013-02-27 13:22:00
24	web search	637	render	2013-02-27 13:22:00
24	web search	547	render	2013-02-27 13:22:00
24	web search	433	render	2013-02-27 13:22:00
24	web search	654	render	2013-02-27 13:22:00
24	web search	250	render	2013-02-27 13:22:00
24	web search	630	click	2013-02-27 13:23:48
0	bing	21	render	2013-02-27 13:29:10
0	bing	35	render	2013-02-27 13:29:10
0	bing	45	render	2013-02-27 13:29:10
0	bing	52	render	2013-02-27 13:29:10
0	bing	75	render	2013-02-27 13:29:10
0	bing	98	render	2013-02-27 13:29:10
0	bing	117	render	2013-02-27 13:29:10
0	bing	152	render	2013-02-27 13:29:10
0	bing	187	render	2013-02-27 13:29:10
0	bing	194	render	2013-02-27 13:29:10
1	data mining	202	render	2013-02-27 13:29:13
1	data mining	384	render	2013-02-27 13:29:13
1	data mining	152	render	2013-02-27 13:29:13
1	data mining	501	render	2013-02-27 13:29:13
